game,release_date,price,score,userscore,metascore,owners,playtime,median_playtime,developer,publisher,genre
Metin2,2017-05-08,0.0,14.0,58.0,0.0,762910,11.8666666667,0.833333333333,WEBZEN Inc.,Gameforge 4D GmbH,Adventure
Portal 2 Sixense Perceptual Pack,2013-09-20,0.0,5.0,43.0,0.0,762359,3.08333333333,0.0166666666667,,Sixense,Adventure
Out There Somewhere,2016-03-14,1.99,85.0,93.0,0.0,759050,2.53333333333,1.63333333333,MiniBoss,"MiniBoss, EQGAMES",Adventure
Wasteland 2: Director's Cut,2014-09-18,39.99,0.0,0.0,0.0,757396,19.6,3.71666666667,inXile Entertainment,inXile Entertainment,Adventure
Afterfall InSanity Extended Edition,2012-12-03,4.99,0.0,0.0,0.0,757396,11.4333333333,1.96666666667,Intoxicate Studios,Nicolas Games,Adventure
Lucius,2012-10-26,9.99,46.0,80.0,59.0,754088,3.9,2.35,Shiver Games,Shiver Games,Adventure
"Warhammer 40,000 : Eternal Crusade",2017-03-16,19.99,12.0,55.0,0.0,749952,14.5833333333,1.43333333333,Behaviour Digital Inc.,Behaviour Digital Inc.,Adventure
Deadbreed,2016-04-14,0.0,17.0,61.0,0.0,745816,3.4,2.48333333333,Deadbreed AB,Deadbreed AB,Adventure
Tom Clancy's Ghost Recon Wildlands,2017-03-06,59.99,38.0,76.0,0.0,740853,44.1833333333,28.7,"Ubisoft Paris, Ubisoft Annecy, Ubisoft Bucharest, Ubisoft Montpellier, Ubisoft Milan, Reflections",Ubisoft,Adventure
Gone Home,2013-08-15,14.99,40.0,77.0,86.0,731203,2.58333333333,1.95,Fullbright,Fullbright,Adventure
Game of Thrones - A Telltale Games Series,2014-12-02,29.99,40.0,77.0,0.0,719071,12.0,10.6166666667,Telltale Games,Telltale Games,Adventure
Fable - The Lost Chapters,2011-12-19,9.99,81.0,92.0,83.0,718796,11.9666666667,3.31666666667,Lionhead Studios,Microsoft Studios,Adventure
INSIDE,2016-07-07,19.99,92.0,95.0,87.0,718244,5.6,4.1,Playdead,Playdead,Adventure
Magicka 2,2015-05-26,14.99,38.0,76.0,69.0,710248,5.33333333333,3.3,Pieces Interactive,Paradox Interactive,Adventure
Hurtworld,2015-12-03,24.99,40.0,77.0,0.0,705010,64.8833333333,11.4833333333,Bankroll Studios,Bankroll Studios,Adventure
BEEP,2011-05-06,1.99,58.0,85.0,0.0,702804,2.4,1.46666666667,Big Fat Alien,Big Fat Alien,Adventure
Scrap Mechanic,2016-01-19,19.99,53.0,83.0,0.0,697565,27.9833333333,9.75,Axolot Games,Axolot Games,Adventure
Overcast - Walden and the Werewolf,2014-04-18,0.99,16.0,60.0,0.0,697014,3.43333333333,3.5,Microblast Games,Microblast Games,Adventure
Pixel Piracy,2014-07-31,9.99,24.0,67.0,0.0,689570,7.5,3.06666666667,Vitali Kirpu,Re-Logic,Adventure
Prototype 2,2012-07-24,39.99,21.0,64.0,76.0,682401,13.4333333333,8.76666666667,Radical Entertainment,Activision,Adventure
The Descendant,2016-03-24,14.99,56.0,84.0,59.0,679919,3.25,3.45,Gaming Corps AB,"Microids Indie, Microids",Adventure
Wasteland 1 - The Original Classic,2013-11-13,5.99,53.0,83.0,0.0,679919,0.933333333333,0.0833333333333,inXile Entertainment,inXile Entertainment,Adventure
Octodad: Dadliest Catch,2014-01-30,14.99,81.0,92.0,69.0,678541,6.33333333333,2.66666666667,Young Horses,Young Horses,Adventure
NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,2013-10-24,19.99,74.0,90.0,80.0,677989,16.2,9.11666666667,CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,Adventure
We Were Here,2017-02-03,0.0,77.0,91.0,0.0,671097,1.2,0.783333333333,Total Mayhem Games,Total Mayhem Games,Adventure
Middle-earth: Shadow of War,2017-10-09,59.99,40.0,77.0,0.0,670545,35.1333333333,28.9,Monolith Productions,WB Games,Adventure
Resident Evil Revelations / Biohazard Revelations,2013-05-20,29.99,56.0,84.0,77.0,669994,15.4,6.91666666667,Capcom,Capcom,Adventure
Mafia III,2016-10-06,39.99,7.0,46.0,62.0,669718,26.3666666667,17.0333333333,"Hangar 13, Aspyr (Mac)","2K, Aspyr (Mac)",Adventure
Velvet Sundown,2014-07-22,0.0,16.0,60.0,0.0,668615,1.01666666667,0.266666666667,Tribe Studios,Tribe Studios,Adventure
Puzzle Agent,,4.99,67.0,88.0,70.0,662549,3.41666666667,2.3,Telltale Games,Telltale Games,Adventure
ABZU,2016-08-02,19.99,81.0,92.0,83.0,661171,2.51666666667,1.66666666667,Giant Squid,505 Games,Adventure
Pid,2012-10-31,9.99,33.0,73.0,63.0,657035,1.7,0.566666666667,Might and Delight,Might and Delight,Adventure
Mabinogi,2012-12-06,0.0,34.0,74.0,0.0,654829,72.1666666667,0.75,NEXON Korea Corp.,Nexon America Inc.,Adventure
Alice: Madness Returns,,0.0,64.0,87.0,75.0,654278,8.83333333333,3.25,Spicy Horse Games,Electronic Arts,Adventure
STRIDER /,2014-02-19,14.99,64.0,87.0,78.0,650693,4.08333333333,1.91666666667,"Double Helix Games, Capcom",Capcom,Adventure
Conan Exiles,2017-01-30,29.99,18.0,62.0,0.0,646833,45.2833333333,13.7166666667,Funcom,Funcom,Adventure
LEGO The Lord of the Rings,2012-11-27,19.99,74.0,90.0,80.0,644903,11.75,3.91666666667,Traveller's Tales,Warner Bros. Interactive Entertainment,Adventure
Black Mesa,2015-05-05,19.99,85.0,93.0,86.0,644352,10.6333333333,5.66666666667,Crowbar Collective,Crowbar Collective,Adventure
Portal Knights,2017-05-18,19.99,53.0,83.0,72.0,643800,18.4,8.71666666667,Keen Games,505 Games,Adventure
Shank 2,2012-02-07,9.99,53.0,83.0,72.0,635805,3.93333333333,1.83333333333,Klei Entertainment,Klei Entertainment,Adventure
Hollow Knight,2017-02-24,14.99,89.0,94.0,86.0,634978,16.35,5.25,Team Cherry,Team Cherry,Adventure
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,2016-02-04,29.99,46.0,80.0,0.0,631669,15.2333333333,8.93333333333,CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,Adventure
Lone Survivor: The Director's Cut,2012-04-23,14.99,70.0,89.0,81.0,630290,1.03333333333,0.333333333333,Jasper Byrne,Superflat Games,Adventure
Blood and Bacon,2016-02-01,0.99,92.0,95.0,0.0,630290,3.15,1.63333333333,Big Corporation,Grunge Games LTD,Adventure
The Vanishing of Ethan Carter,2014-09-25,19.99,70.0,89.0,82.0,628360,3.58333333333,2.36666666667,The Astronauts,The Astronauts,Adventure
Amnesia: A Machine for Pigs,2013-09-10,19.99,21.0,64.0,72.0,623949,3.91666666667,2.33333333333,The Chinese Room,Frictional Games,Adventure
Amazing World,2014-08-07,0.0,40.0,77.0,0.0,623673,2.15,0.416666666667,Ganz,Ganz,Adventure
I am Bread,2015-04-09,12.99,44.0,79.0,60.0,615953,3.73333333333,1.08333333333,Bossa Studios,Bossa Studios,Adventure
The Secret of Monkey Island: Special Edition,2009-07-15,9.99,92.0,95.0,86.0,615402,5.53333333333,3.86666666667,LucasArts,"LucasArts, Lucasfilm, Disney Interactive",Adventure
LEGO Worlds,2017-03-07,29.99,42.0,78.0,0.0,615126,15.0333333333,4.41666666667,"TT Games, Traveller's Tales",Warner Bros. Interactive Entertainment,Adventure
How to Survive 2,2016-09-08,14.99,29.0,71.0,69.0,611266,10.4333333333,4.16666666667,Eko Software,505 Games,Adventure
Victor Vran ARPG,2015-07-24,19.99,70.0,89.0,75.0,609887,9.46666666667,4.28333333333,Haemimont Games,EuroVideo Medien,Adventure
Rocketbirds: Hardboiled Chicken,2012-10-15,4.99,48.0,81.0,74.0,609060,2.03333333333,1.0,Ratloop Asia,Reverb Publishing,Adventure
Back to the Future: The Game,2010-12-23,19.99,70.0,89.0,74.0,608509,3.33333333333,2.01666666667,Telltale Games,Telltale Games,Adventure
Batman: Arkham Origins Blackgate - Deluxe Edition,2014-04-01,19.99,4.0,40.0,0.0,605476,4.01666666667,1.4,Armature Studio,WB Games,Adventure
Dungeon Fighter Online,2016-08-09,0.0,42.0,78.0,0.0,602994,20.7333333333,1.85,Neople,Neople,Adventure
Polarity,2016-07-15,12.99,48.0,81.0,0.0,599686,2.28333333333,1.38333333333,Bluebutton Games,Bluebutton Games,Adventure
X-Blades,2009-04-30,1.99,14.0,58.0,54.0,598583,4.0,3.16666666667,Gaijin Entertainment,Topware Interactive,Adventure
The Deer,2016-03-28,0.99,29.0,71.0,0.0,598307,3.4,3.5,"Fabio Ferrara, Giulia Airoldi",Chubby Pixel,Adventure
Prototype,2009-06-10,19.99,48.0,81.0,79.0,597756,11.3,4.35,Radical Entertainment,Activision,Adventure
Grand Chase,,0.0,0.0,0.0,0.0,597204,6.2,0.316666666667,KOG,KOG Games,Adventure
Assassin's Creed Unity,2014-11-11,29.99,14.0,58.0,0.0,596653,27.35,17.55,Ubisoft,Ubisoft,Adventure
Terra Incognita ~ Chapter One: The Descendant,2015-02-03,0.99,33.0,73.0,0.0,591138,3.43333333333,3.5,Back To Basics Gaming,Back To Basics Gaming,Adventure
Flesh Eaters,2016-05-03,1.99,36.0,75.0,0.0,589208,3.2,3.5,S.C. 16 BIT NIGHTS S.R.L.,S.C. 16 BIT NIGHTS S.R.L.,Adventure
The Pirate: Caribbean Hunt,2016-08-24,0.0,46.0,80.0,0.0,588933,6.66666666667,0.633333333333,Home Net Games,Home Net Games,Adventure
Trine 3: The Artifacts of Power,2015-08-20,21.99,25.0,68.0,0.0,588657,4.48333333333,3.4,Frozenbyte,Frozenbyte,Adventure
Deus Ex: The Fall,2014-03-17,9.99,2.0,31.0,45.0,587830,3.68333333333,1.58333333333,Square Enix,Square Enix,Adventure
The Forgotten Ones,2014-07-17,0.0,14.0,58.0,0.0,587830,1.15,0.516666666667,Bernt Andreas Eide,Bernt Andreas Eide,Adventure
Sam & Max 302: The Tomb of Sammun-Mak,,0.0,0.0,0.0,0.0,586727,3.96666666667,3.61666666667,Telltale Games,Telltale Games,Adventure
Sam & Max 301: The Penal Zone,,0.0,85.0,93.0,0.0,586727,3.41666666667,2.68333333333,Telltale Games,Telltale Games,Adventure
Sam & Max 304: Beyond the Alley of the Dolls,,0.0,0.0,0.0,0.0,586727,3.45,3.1,Telltale Games,Telltale Games,Adventure
Sam & Max 305: The City That Dares Not Sleep,,0.0,0.0,0.0,0.0,586727,3.45,3.06666666667,Telltale Games,Telltale Games,Adventure
Sam & Max 303: They Stole Max's Brain!,,0.0,0.0,0.0,0.0,586727,3.96666666667,3.5,Telltale Games,Telltale Games,Adventure
Watch_Dogs 2,2016-11-28,59.99,51.0,82.0,0.0,584521,26.85,19.0333333333,Ubisoft,Ubisoft,Adventure
FORCED: Slightly Better Edition,2013-10-24,14.99,38.0,76.0,0.0,583694,4.01666666667,2.16666666667,BetaDwarf,BetaDwarf,Adventure
Syberia,2011-05-19,12.99,70.0,89.0,82.0,582867,4.08333333333,1.98333333333,Microids,Microids,Adventure
Waveform,2012-03-20,1.99,56.0,84.0,81.0,581213,2.6,2.05,Eden Industries,Eden Industries,Adventure
Endless Sky,2015-10-30,0.0,70.0,89.0,0.0,578731,10.2,0.333333333333,Michael Zahniser,Michael Zahniser,Adventure
Tomb Raider IV: The Last Revelation,2012-11-28,6.99,64.0,87.0,0.0,574871,6.88333333333,0.466666666667,Core Design,Square Enix,Adventure
LEGO Star Wars - The Complete Saga,2009-11-12,19.99,77.0,91.0,77.0,572390,11.8833333333,3.3,"Traveller's Tales, Feral Interactive (Mac)","LucasArts, Lucasfilm, Disney Interactive, Feral Interactive (Mac)",Adventure
Hyper Light Drifter,2016-03-31,19.99,89.0,94.0,84.0,571287,6.96666666667,3.21666666667,Heart Machine,Heart Machine,Adventure
A Story About My Uncle,2014-05-28,12.99,81.0,92.0,73.0,571011,3.9,2.63333333333,Gone North Games,Coffee Stain Publishing,Adventure
Shadowrun: Hong Kong - Extended Edition,2015-08-20,19.99,56.0,84.0,81.0,568254,23.6666666667,12.2166666667,Harebrained Schemes,Harebrained Holdings,Adventure
The Witness,2016-01-26,39.99,58.0,85.0,87.0,560534,12.6166666667,4.03333333333,"Thekla, Inc.","Thekla, Inc.",Adventure
Age of Conan: Unchained,2013-02-22,0.0,28.0,70.0,0.0,559982,14.2833333333,2.08333333333,Funcom,Funcom,Adventure
Tomb Raider V: Chronicles,2012-11-28,6.99,33.0,73.0,0.0,559431,4.01666666667,0.166666666667,Core Design,Square Enix,Adventure
AdventureQuest 3D,2016-10-19,0.0,25.0,68.0,0.0,559155,7.6,0.5,"Artix Entertainment, LLC","Artix Entertainment, LLC",Adventure
Syberia II,2011-05-19,12.99,56.0,84.0,80.0,553641,4.5,3.6,Microids,Microids,Adventure
Divine Souls F2P MMO,2014-08-15,0.0,8.0,49.0,0.0,550332,0.85,0.183333333333,GamePrix,Suba Games,Adventure
Beholder,2016-11-09,9.99,74.0,90.0,75.0,548678,5.08333333333,3.11666666667,Warm Lamp Games,Alawar Premium,Adventure
Costume Quest,2011-10-14,9.99,92.0,95.0,0.0,548127,6.3,2.53333333333,Double Fine Productions,Double Fine Productions,Adventure
Reign Of Kings,2015-12-15,1.99,15.0,59.0,0.0,547024,39.2833333333,12.45,Code}{atch,Code}{atch,Adventure
Puzzle Agent 2,2011-06-30,9.99,61.0,86.0,63.0,540958,3.2,3.01666666667,Telltale Games,Telltale Games,Adventure
Human: Fall Flat,2016-07-22,14.99,81.0,92.0,70.0,539028,5.56666666667,3.7,No Brakes Games,Curve Digital,Adventure
Lost Castle,2016-08-31,9.99,77.0,91.0,0.0,538476,20.1166666667,11.5,Hunter Studio,"Another Indie, X.D. Network Inc.",Adventure
Penumbra Overture,2009-03-06,9.99,77.0,91.0,73.0,536271,3.13333333333,1.51666666667,Frictional Games,Frictional Games,Adventure
Nosferatu: The Wrath of Malachi,2014-03-06,0.99,67.0,88.0,70.0,535443,2.18333333333,1.53333333333,Idol FX,"KISS ltd, Funbox Media Ltd",Adventure
Call of Duty: Infinite Warfare,2016-11-03,59.99,4.0,39.0,73.0,535168,34.55,10.2333333333,Infinity Ward,Activision,Adventure
Stealth Inc 2: A Game of Clones,2015-04-30,14.99,38.0,76.0,0.0,533513,3.23333333333,2.3,Carbon,Curve Digital,Adventure
Ultimate Chicken Horse,2016-03-04,14.99,89.0,94.0,0.0,533513,7.8,4.05,Clever Endeavour Games,Clever Endeavour Games,Adventure
Head Shot,2016-06-03,1.99,6.0,44.0,0.0,530481,3.75,3.98333333333,Indie Game Group,Indie Game Group,Adventure
Revolution Ace,2014-03-19,4.99,31.0,72.0,0.0,524691,3.05,2.5,"Laser Guided Games, LLC","Laser Guided Games, LLC",Adventure
SteamWorld Dig,2013-12-05,9.99,89.0,94.0,76.0,522760,4.58333333333,3.05,Image & Form,Image & Form,Adventure
Resident Evil / biohazard HD REMASTER,2015-01-19,19.99,74.0,90.0,82.0,520555,8.66666666667,2.46666666667,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Adventure
Never Alone (Kisima Ingitchuna),2014-11-18,14.99,51.0,82.0,0.0,518625,3.15,2.2,"Upper One Games, E-Line Media",E-Line Media,Adventure
RESIDENT EVIL 7 biohazard / BIOHAZARD 7 resident evil,2017-01-23,59.99,74.0,90.0,83.0,511180,14.3833333333,10.4333333333,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Adventure
Heaven Island - VR MMO,2015-12-23,0.99,11.0,53.0,0.0,511180,5.3,5.85,"Fabio Ferrara, Giulia Airoldi",Chubby Pixel,Adventure
Unforgiving Trials: The Darkest Crusade,2016-06-15,0.99,0.0,0.0,0.0,510905,4.31666666667,4.51666666667,Amaterasu Software,Amaterasu Software,Adventure
Prey,2017-05-04,39.99,70.0,89.0,0.0,509526,20.1166666667,12.5833333333,Arkane Studios,Bethesda Softworks,Adventure
Layers of Fear,2016-02-15,19.99,81.0,92.0,72.0,508147,4.25,2.81666666667,Bloober Team SA,Aspyr,Adventure
McPixel,2012-09-25,4.99,61.0,86.0,76.0,502082,2.7,1.65,Sos,Sos Mikolaj Kaminski,Adventure
Q.U.B.E: Director's Cut,2014-05-21,9.99,56.0,84.0,0.0,501806,2.45,1.16666666667,Toxic Games,Toxic Games,Adventure
Valiant Hearts: The Great War / Soldats Inconnus : Mmoires de la Grande Guerre,2014-06-25,14.99,92.0,95.0,0.0,501255,6.41666666667,5.26666666667,Ubisoft Montpellier,Ubisoft,Adventure
Botanicula,2012-05-07,9.99,95.0,96.0,82.0,500427,2.85,1.51666666667,Amanita Design,Amanita Design,Adventure
Shovel Knight: Treasure Trove,2014-06-26,24.99,95.0,96.0,85.0,493259,12.3166666667,6.0,Yacht Club Games,Yacht Club Games,Adventure
SOMA,2015-09-21,29.99,92.0,95.0,84.0,488572,7.2,4.68333333333,Frictional Games,Frictional Games,Adventure
Savage Lands,2015-03-05,14.99,13.0,56.0,0.0,487744,6.01666666667,1.63333333333,"Signal Studios, Smart Ghost",Signal Studios,Adventure
Reversion - The Escape (1st Chapter),2014-06-10,0.99,0.0,0.0,0.0,486917,1.83333333333,1.03333333333,3f Interactive,3f Interactive,Adventure
Face of Mankind,2014-07-17,0.0,0.0,0.0,0.0,486641,2.68333333333,0.466666666667,Duplex Systems,Nexeon Technologies,Adventure
Heroine's Quest: The Herald of Ragnarok,2014-03-20,0.0,67.0,88.0,0.0,485814,7.53333333333,0.3,Crystal Shard,Crystal Shard,Adventure
Back to Dinosaur Island,2015-11-18,0.0,11.0,53.0,0.0,485539,0.216666666667,0.0666666666667,Crytek,Crytek,Adventure
Morphopolis,2014-08-14,0.99,56.0,84.0,0.0,485539,3.15,2.61666666667,"Dan Walters, Ceri Williams",Dan Walters,Adventure
SUNLESS SEA,2015-02-06,18.99,56.0,84.0,81.0,484987,14.9333333333,3.58333333333,Failbetter Games,Failbetter Games,Adventure
Endorlight,2016-04-26,2.99,9.0,50.0,0.0,484160,4.21666666667,4.4,Unika Games,Unika Games,Adventure
Digger Online,2015-06-02,9.99,4.0,39.0,0.0,483333,2.48333333333,0.6,DiggerWorld Ltd.,DiggerWorld Ltd.,Adventure
GRAV,2015-01-08,19.99,22.0,65.0,0.0,483333,9.55,2.35,"BitMonster, Inc.","BitMonster, Inc.",Adventure
Day of the Tentacle Remastered,2016-03-21,14.99,99.0,98.0,86.0,482506,4.25,2.3,Double Fine Productions,Double Fine Productions,Adventure
Lost Planet: Extreme Condition,2007-06-26,14.99,33.0,73.0,66.0,478646,4.98333333333,1.21666666667,"CAPCOM Co., Ltd.",Capcom,Adventure
Assassin's Creed Syndicate,2015-11-18,39.99,34.0,74.0,74.0,473131,27.9833333333,18.8,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",Ubisoft,Adventure
LEGO The Hobbit,2014-04-08,19.99,38.0,76.0,0.0,468720,18.7333333333,5.45,"Traveller's Tales, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",Adventure
Evoland,2013-04-04,9.99,56.0,84.0,61.0,463757,3.33333333333,2.51666666667,Shiro Games,Shiro Games,Adventure
Her Story,2015-06-24,5.99,74.0,90.0,86.0,462378,3.05,2.43333333333,Sam Barlow,Sam Barlow,Adventure
Magicite,2014-06-09,9.99,61.0,86.0,0.0,461000,13.0,6.71666666667,SmashGames,SmashGames,Adventure
Puzzle Pirates,2011-08-31,0.0,46.0,80.0,0.0,459621,18.4333333333,0.683333333333,Three Rings,Three Rings,Adventure
ICEY,2016-11-17,10.99,81.0,92.0,84.0,459345,3.8,2.45,FantaBlade Network,X.D. Network Inc.,Adventure
From Dust,2011-08-17,14.99,21.0,64.0,76.0,458243,6.08333333333,2.46666666667,Ubisoft Montpellier,Ubisoft,Adventure
Dead Rising 2: Off the Record,2011-10-11,19.99,42.0,78.0,66.0,456037,8.55,3.08333333333,Capcom Vancouver,Capcom,Adventure
theHunter: Call of the Wild,2017-02-16,29.99,42.0,78.0,0.0,456037,20.9666666667,7.55,Expansive Worlds,Avalanche Studios,Adventure
ENSLAVED: Odyssey to the West Premium Edition,2013-10-24,19.99,58.0,85.0,70.0,455210,5.9,2.38333333333,Ninja Theory,BANDAI NAMCO Entertainment,Adventure
Google Earth VR,2016-11-16,0.0,95.0,96.0,0.0,455210,2.85,0.433333333333,Google,Google,Adventure
Chaos on Deponia,2012-11-06,19.99,77.0,91.0,78.0,454658,7.41666666667,6.08333333333,Daedalic Entertainment,Daedalic Entertainment,Adventure
Stacking,2012-03-06,9.99,77.0,91.0,80.0,453831,3.93333333333,2.23333333333,Double Fine Productions,Double Fine Productions,Adventure
Assassin's Creed Origins,2017-10-26,59.99,61.0,86.0,0.0,453831,34.8666666667,26.5666666667,Ubisoft Montreal,Ubisoft,Adventure
Super Mustache,2016-01-27,0.99,38.0,76.0,0.0,453004,3.35,3.5,Redro Games,Back To Basics Gaming,Adventure
"Kivi, Toilet and Shotgun",2016-01-15,0.99,9.0,50.0,0.0,452728,3.3,3.51666666667,16bit Nights,Back To Basics Gaming,Adventure
Grow Home,2015-02-04,7.99,85.0,93.0,75.0,447490,4.36666666667,2.2,"Reflections, a Ubisoft Studio",Ubisoft,Adventure
RPG MO,2015-08-18,0.0,44.0,79.0,0.0,444732,11.0166666667,0.233333333333,Marxnet,Marxnet,Adventure
The Bard's Tale,2009-12-11,9.99,48.0,81.0,70.0,443354,4.38333333333,1.06666666667,inXile Entertainment,inXile Entertainment,Adventure
Edna & Harvey: Harvey's New Eyes,2012-10-16,19.99,81.0,92.0,75.0,442251,5.06666666667,2.93333333333,Daedalic Entertainment,Daedalic Entertainment,Adventure
The Hat Man: Shadow Ward,2016-06-10,1.99,25.0,68.0,0.0,440597,2.38333333333,1.55,Game Mechanics,,Adventure
Sniper Elite: Nazi Zombie Army 2,2013-10-31,14.99,58.0,85.0,53.0,438942,5.05,3.13333333333,,Rebellion,Adventure
Princess.Loot.Pixel.Again,2016-04-15,4.99,38.0,76.0,0.0,438391,5.68333333333,6.51666666667,IndieMax,IndieMax,Adventure
Turn Around,2017-02-28,0.99,0.0,0.0,0.0,433979,3.4,3.5,"Limed, lalalaZero, Urbanoff",Limed,Adventure
"Time Gentlemen, Please! and Ben There, Dan That! Special Edition Double Pack",2009-08-25,4.99,64.0,87.0,84.0,433152,1.48333333333,0.0666666666667,Size Five Games,Size Five Games,Adventure
Running Shadow,2015-02-20,0.0,24.0,67.0,0.0,432877,1.48333333333,0.283333333333,Game Insight,Game Insight,Adventure
Oddworld: Abe's Exoddus,2008-08-28,2.99,89.0,94.0,0.0,432325,5.11666666667,0.35,Oddworld Inhabitants,Oddworld Inhabitants,Adventure
Empyrion - Galactic Survival,2015-08-05,19.99,58.0,85.0,0.0,429292,60.3,10.35,Eleon Game Studios,Eleon Game Studios,Adventure
Goodbye Deponia,2013-10-17,19.99,70.0,89.0,80.0,428741,8.96666666667,7.51666666667,Daedalic Entertainment,Daedalic Entertainment,Adventure
Proteus,2013-01-30,9.99,44.0,79.0,80.0,425708,0.666666666667,0.3,Ed Key and David Kanaga,Twisted Tree,Adventure
The Incredible Adventures of Van Helsing II,2014-06-13,14.99,24.0,67.0,77.0,425432,7.85,2.46666666667,NeocoreGames,NeocoreGames,Adventure
Beatbuddy: Tale of the Guardians,2013-08-06,9.99,61.0,86.0,75.0,424605,4.66666666667,0.75,Threaks,Reverb Publishing,Adventure
Titan Souls,2015-04-14,14.99,48.0,81.0,74.0,420745,2.18333333333,1.11666666667,Acid Nerve,Devolver Digital,Adventure
Far Cry Primal,2016-02-29,49.99,36.0,75.0,74.0,420194,24.0166666667,17.1833333333,Ubisoft,Ubisoft,Adventure
Kholat,2015-06-09,19.99,28.0,70.0,64.0,418815,2.28333333333,1.03333333333,IMGN.PRO,IMGN.PRO,Adventure
The Basement Collection,2012-08-31,3.99,64.0,87.0,0.0,417161,2.5,0.9,"Edmund McMillen, Tyler Glaiel",Edmund McMillen,Adventure
Armello,2015-09-01,19.99,56.0,84.0,75.0,416885,16.8166666667,6.03333333333,League of Geeks,League of Geeks,Adventure
